 Time  Press  Temp  Dewpt  RH    Ucmp   Vcmp   spd   dir   Wcmp     Lon     Lat   Ele   Azi    Alt    Qp   Qt   Qrh  Qu   Qv   QdZ
 102.4  880.0  17.3  15.8  91.1   -1.1   -0.2   1.1  77.2   5.0  -64.507 -31.423 999.0 999.0  1162.0  1.0  1.0  1.0  1.0  1.0 99.0
 112.2  875.0  17.0  15.2  89.3   -0.9   -0.3   0.9  71.6   5.0  -64.508 -31.423 999.0 999.0  1211.0  1.0  1.0  1.0  1.0  1.0 99.0
 122.0  870.0  16.7  14.9  89.1   -1.0   -0.2   1.0  78.7   5.0  -64.508 -31.423 999.0 999.0  1260.0  1.0  1.0  1.0  1.0  1.0 99.0
 131.8  865.0  16.4  15.0  91.2   -1.4   -0.3   1.4  78.7   5.0  -64.508 -31.423 999.0 999.0  1309.0  1.0  1.0  1.0  1.0  1.0 99.0
 141.8  860.0  16.4  15.4  94.0   -1.9   -0.4   1.9  78.1   5.0  -64.508 -31.423 999.0 999.0  1359.0  1.0  1.0  1.0  1.0  1.0 99.0
 151.6  855.0  16.3  15.6  95.4   -2.1   -0.1   2.1  87.2   5.0  -64.508 -31.423 999.0 999.0  1408.0  1.0  1.0  1.0  1.0  1.0 99.0
 161.6  850.0  16.4  15.8  96.5   -2.2   -0.2   2.2  85.8   5.0  -64.509 -31.423 999.0 999.0  1458.0  1.0  1.0  1.0  1.0  1.0 99.0
 171.8  845.0  16.5  16.2  98.3   -2.5   -0.6   2.5  76.8   5.0  -64.509 -31.423 999.0 999.0  1509.0  1.0  1.0  1.0  1.0  1.0 99.0
 182.0  840.0  16.5  16.3  99.0   -3.7   -1.5   4.0  67.9   5.0  -64.510 -31.424 999.0 999.0  1560.0  1.0  1.0  1.0  1.0  1.0 99.0
 192.2  835.0  16.4  16.2  99.0   -4.6   -1.9   5.0  67.6   5.0  -64.510 -31.424 999.0 999.0  1611.0  1.0  1.0  1.0  1.0  1.0 99.0
 202.4  830.0  16.4  16.2  99.0   -5.3   -2.2   5.7  67.5   5.0  -64.511 -31.424 999.0 999.0  1662.0  1.0  1.0  1.0  1.0  1.0 99.0
 212.8  825.0  16.4  16.1  98.2   -5.4   -2.8   6.1  62.6   5.0  -64.512 -31.424 999.0 999.0  1714.0  1.0  1.0  1.0  1.0  1.0 99.0
 223.2  820.0  16.4  15.7  95.6   -5.7   -4.3   7.2  52.7   5.0  -64.513 -31.425 999.0 999.0  1766.0  1.0  1.0  1.0  1.0  1.0 99.0
 233.6  815.0  16.6  15.2  91.2   -6.0   -6.4   8.8  43.1   5.0  -64.513 -31.426 999.0 999.0  1818.0  1.0  1.0  1.0  1.0  1.0 99.0
 244.2  810.0  17.1  14.9  87.1   -3.8   -9.0   9.8  22.6   5.0  -64.514 -31.427 999.0 999.0  1871.0  1.0  1.0  1.0  1.0  1.0 99.0
 254.7  805.0  17.2  14.5  84.0   -3.4  -10.1  10.7  18.6   5.0  -64.514 -31.428 999.0 999.0  1923.7  1.0  1.0  1.0  1.0  1.0 99.0
 265.4  800.0  17.0  13.9  82.2   -4.0  -10.4  11.2  21.0   5.0  -64.515 -31.430 999.0 999.0  1977.0  1.0  1.0  1.0  1.0  1.0 99.0
 276.2  795.0  16.6  13.6  82.2   -3.9  -10.8  11.5  19.9   5.0  -64.515 -31.431 999.0 999.0  2031.0  1.0  1.0  1.0  1.0  1.0 99.0
 287.0  790.0  16.2  13.2  82.3   -3.4  -11.1  11.6  17.0   5.0  -64.516 -31.432 999.0 999.0  2085.0  1.0  1.0  1.0  1.0  1.0 99.0
 297.7  785.0  16.2  12.6  79.0   -2.1  -11.4  11.6  10.6   5.0  -64.516 -31.433 999.0 999.0  2138.7  1.0  1.0  1.0  1.0  1.0 99.0
 308.6  780.0  16.0  11.8  76.1   -1.9  -11.9  12.0   9.1   5.0  -64.516 -31.434 999.0 999.0  2193.0  1.0  1.0  1.0  1.0  1.0 99.0
 319.6  775.0  15.9  11.7  76.3   -1.9  -12.4  12.5   8.9   5.0  -64.516 -31.436 999.0 999.0  2248.0  1.0  1.0  1.0  1.0  1.0 99.0
 330.6  770.0  15.7  11.9  78.2   -1.5  -12.2  12.3   7.0   5.0  -64.517 -31.437 999.0 999.0  2303.0  1.0  1.0  1.0  1.0  1.0 99.0
 341.7  765.0  15.4  12.0  80.0   -1.6  -12.0  12.1   7.5   5.0  -64.517 -31.439 999.0 999.0  2358.7  1.0  1.0  1.0  1.0  1.0 99.0
 352.8  760.0  15.0  11.6  80.2   -1.7  -11.9  12.0   8.1   5.0  -64.517 -31.440 999.0 999.0  2414.0  1.0  1.0  1.0  1.0  1.0 99.0
 364.0  755.0  14.7  11.5  81.2   -1.6  -11.8  11.9   7.7   5.0  -64.517 -31.442 999.0 999.0  2470.0  1.0  1.0  1.0  1.0  1.0 99.0
 375.3  750.0  14.4  11.2  81.1   -1.3  -12.2  12.3   6.1   5.0  -64.518 -31.443 999.0 999.0  2526.3  1.0  1.0  1.0  1.0  1.0 99.0
 386.6  745.0  14.0  10.7  80.3   -1.1  -12.9  12.9   4.9   5.0  -64.518 -31.445 999.0 999.0  2583.0  1.0  1.0  1.0  1.0  1.0 99.0
 398.0  740.0  13.6   9.9  78.4   -1.6  -13.6  13.7   6.7   5.0  -64.518 -31.446 999.0 999.0  2640.0  1.0  1.0  1.0  1.0  1.0 99.0
 409.5  735.0  13.6   8.8  72.9   -1.2  -14.5  14.5   4.6   5.0  -64.518 -31.448 999.0 999.0  2697.5  1.0  1.0  1.0  1.0  1.0 99.0
 421.0  730.0  13.1   8.0  71.3   -0.5  -15.0  15.0   1.9   5.0  -64.518 -31.450 999.0 999.0  2755.0  1.0  1.0  1.0  1.0  1.0 99.0
 432.5  725.0  12.6   8.4  75.3   -0.2  -12.7  12.7   0.9   5.0  -64.518 -31.452 999.0 999.0  2812.5  1.0  1.0  1.0  1.0  1.0 99.0
 444.3  720.0  12.4   8.5  77.2    0.5  -13.4  13.4 357.7   5.0  -64.518 -31.453 999.0 999.0  2871.3  1.0  1.0  1.0  1.0  1.0 99.0
 456.0  715.0  12.2   7.8  74.3    1.4  -16.2  16.3 355.1   5.0  -64.518 -31.456 999.0 999.0  2930.0  1.0  1.0  1.0  1.0  1.0 99.0
 467.7  710.0  11.9   6.9  71.3    1.9  -17.5  17.6 353.9   5.0  -64.517 -31.458 999.0 999.0  2988.7  1.0  1.0  1.0  1.0  1.0 99.0
 479.5  705.0  11.1   7.5  78.3    2.2  -16.0  16.1 352.1   5.0  -64.517 -31.460 999.0 999.0  3047.5  1.0  1.0  1.0  1.0  1.0 99.0
 491.5  700.0  10.6   7.8  83.3    2.3  -14.9  15.0 351.0   5.0  -64.517 -31.462 999.0 999.0  3107.5  1.0  1.0  1.0  1.0  1.0 99.0
 503.5  695.0  10.0   7.7  85.8    2.5  -14.1  14.3 349.9   5.0  -64.516 -31.463 999.0 999.0  3167.5  1.0  1.0  1.0  1.0  1.0 99.0
 515.5  690.0   9.4   7.4  87.6    2.6  -14.1  14.3 349.5   5.0  -64.516 -31.465 999.0 999.0  3227.5  1.0  1.0  1.0  1.0  1.0 99.0
 527.5  685.0   8.9   7.2  89.2    2.7  -14.0  14.3 349.1   5.0  -64.516 -31.466 999.0 999.0  3287.5  1.0  1.0  1.0  1.0  1.0 99.0
 539.7  680.0   8.4   6.9  90.1    2.6  -13.3  13.6 349.0   5.0  -64.515 -31.467 999.0 999.0  3348.7  1.0  1.0  1.0  1.0  1.0 99.0
 552.0  675.0   8.3   6.6  89.2    2.9  -12.7  13.0 347.1   5.0  -64.515 -31.469 999.0 999.0  3410.0  1.0  1.0  1.0  1.0  1.0 99.0
 564.3  670.0   8.1   6.2  88.1    3.5  -12.3  12.8 344.0   5.0  -64.515 -31.470 999.0 999.0  3471.3  1.0  1.0  1.0  1.0  1.0 99.0
 576.6  665.0   8.0   6.0  87.0    4.3  -11.7  12.5 340.0   5.0  -64.514 -31.471 999.0 999.0  3533.0  1.0  1.0  1.0  1.0  1.0 99.0
 589.0  660.0   7.8   5.5  85.4    5.0  -10.9  12.0 335.4   5.0  -64.513 -31.473 999.0 999.0  3595.0  1.0  1.0  1.0  1.0  1.0 99.0
 601.7  655.0   7.5   5.0  84.0    5.9  -10.0  11.6 329.5   5.0  -64.512 -31.474 999.0 999.0  3658.7  1.0  1.0  1.0  1.0  1.0 99.0
 614.3  650.0   7.0   4.3  83.1    6.1   -9.8  11.5 328.0   5.0  -64.511 -31.475 999.0 999.0  3721.3  1.0  1.0  1.0  1.0  1.0 99.0
 627.0  645.0   6.5   4.0  83.9    6.5   -9.8  11.8 326.4   5.0  -64.510 -31.477 999.0 999.0  3785.0  1.0  1.0  1.0  1.0  1.0 99.0
 639.7  640.0   5.9   3.6  85.1    7.1  -10.3  12.5 325.4   5.0  -64.509 -31.478 999.0 999.0  3848.7  1.0  1.0  1.0  1.0  1.0 99.0
 652.7  635.0   5.4   3.1  85.1    6.9  -11.2  13.2 328.4   5.0  -64.508 -31.479 999.0 999.0  3913.7  1.0  1.0  1.0  1.0  1.0 99.0
 665.7  630.0   4.9   2.6  85.1    6.8  -10.8  12.8 327.9   5.0  -64.507 -31.481 999.0 999.0  3978.3  1.0  1.0  1.0  1.0  1.0 99.0
 678.7  625.0   4.6   1.9  82.8    6.9  -10.5  12.5 326.8   5.0  -64.506 -31.482 999.0 999.0  4043.3  1.0  1.0  1.0  1.0  1.0 99.0
 691.7  620.0   4.2   1.3  81.1    7.7  -10.3  12.8 323.3   5.0  -64.505 -31.483 999.0 999.0  4108.8  1.0  1.0  1.0  1.0  1.0 99.0
 705.0  615.0   3.8   0.7  80.2    8.0  -10.6  13.3 323.0   5.0  -64.504 -31.484 999.0 999.0  4175.0  1.0  1.0  1.0  1.0  1.0 99.0
 718.3  610.0   3.3   0.2  80.1    8.0  -11.1  13.7 324.2   5.0  -64.503 -31.486 999.0 999.0  4241.3  1.0  1.0  1.0  1.0  1.0 99.0
 731.5  605.0   3.2  -0.4  77.4    8.4  -11.3  14.1 323.5   5.0  -64.502 -31.487 999.0 999.0  4307.5  1.0  1.0  1.0  1.0  1.0 99.0
 745.0  600.0   3.0  -1.4  72.9    9.9  -10.4  14.4 316.4   5.0  -64.500 -31.488 999.0 999.0  4375.0  1.0  1.0  1.0  1.0  1.0 99.0
 758.7  595.0   2.5  -2.2  71.0   11.0   -9.4  14.5 310.6   5.0  -64.499 -31.489 999.0 999.0  4443.3  1.0  1.0  1.0  1.0  1.0 99.0
 772.3  590.0   2.2  -2.9  69.2   10.9   -8.8  14.0 309.0   5.0  -64.497 -31.491 999.0 999.0  4511.3  1.0  1.0  1.0  1.0  1.0 99.0
 786.0  585.0   1.9  -3.7  66.3   10.8   -8.1  13.5 306.9   5.0  -64.496 -31.492 999.0 999.0  4580.0  1.0  1.0  1.0  1.0  1.0 99.0
 800.0  580.0   1.6  -4.7  63.0   10.6   -7.7  13.1 306.0   5.0  -64.493 -31.495 999.0 999.0  4650.0  1.0  1.0  1.0  1.0  1.0 99.0
 813.7  575.0   1.1  -5.4  62.0   10.2   -7.7  12.8 307.0   5.0  -64.490 -31.501 999.0 999.0  4718.8  1.0  1.0  1.0  1.0  1.0 99.0
 828.0  570.0   0.5  -6.0  61.9   10.9   -8.2  13.6 307.0   5.0  -64.486 -31.507 999.0 999.0  4790.0  1.0  1.0  1.0  1.0  1.0 99.0
 842.0  565.0   0.1  -6.8  59.8   12.0   -9.0  15.0 306.9   5.0  -64.482 -31.513 999.0 999.0  4860.0  1.0  1.0  1.0  1.0  1.0 99.0
 856.3  560.0   0.0  -8.2  53.9   13.5  -10.8  17.3 308.7   5.0  -64.484 -31.506 999.0 999.0  4931.3  1.0  1.0  1.0  1.0  1.0 99.0
 870.7  555.0  -0.1  -9.8  48.2   15.2  -12.6  19.7 309.8   5.0  -64.486 -31.498 999.0 999.0  5003.3  1.0  1.0  1.0  1.0  1.0 99.0
 885.0  550.0  -0.5 -11.3  43.8   16.7  -14.4  22.1 310.8   5.0  -64.483 -31.500 999.0 999.0  5075.0  1.0  1.0  1.0  1.0  1.0 99.0
 899.7  545.0  -0.8 -12.5  40.8   16.1  -15.4  22.3 313.7   5.0  -64.480 -31.502 999.0 999.0  5148.3  1.0  1.0  1.0  1.0  1.0 99.0
 914.3  540.0  -1.2 -13.8  37.7   16.9  -15.8  23.2 313.0   5.0  -64.478 -31.504 999.0 999.0  5221.7  1.0  1.0  1.0  1.0  1.0 99.0
 929.3  535.0  -1.2 -16.3  30.7   17.9  -15.6  23.8 311.0   5.0  -64.474 -31.507 999.0 999.0  5296.3  1.0  1.0  1.0  1.0  1.0 99.0
 944.3  530.0  -1.5 -19.1  24.8   18.4  -15.9  24.3 310.9   5.0  -64.471 -31.510 999.0 999.0  5371.3  1.0  1.0  1.0  1.0  1.0 99.0
 959.3  525.0  -2.0 -21.1  21.6   17.7  -16.2  24.0 312.6   5.0  -64.467 -31.513 999.0 999.0  5446.7  1.0  1.0  1.0  1.0  1.0 99.0
 974.5  520.0  -2.7 -24.0  17.6   17.2  -16.0  23.5 313.0   5.0  -64.463 -31.516 999.0 999.0  5522.5  1.0  1.0  1.0  1.0  1.0 99.0
 989.7  515.0  -3.2 -27.8  13.0   17.1  -16.0  23.4 313.1   5.0  -64.460 -31.518 999.0 999.0  5598.3  1.0  1.0  1.0  1.0  1.0 99.0
1005.3  510.0  -4.0 -29.6  11.6   17.7  -15.6  23.6 311.3   5.0  -64.456 -31.521 999.0 999.0  5676.3  1.0  1.0  1.0  1.0  1.0 99.0
1020.7  505.0  -4.2 -34.1   7.7   17.7  -14.9  23.2 310.0   5.0  -64.451 -31.524 999.0 999.0  5753.3  1.0  1.0  1.0  1.0  1.0 99.0
1036.3  500.0  -4.7 -36.0   6.6   18.8  -15.2  24.2 309.0   5.0  -64.446 -31.528 999.0 999.0  5831.7  1.0  1.0  1.0  1.0  1.0 99.0
1052.0  495.0  -5.4 -38.2   5.6   19.9  -15.5  25.2 307.9   5.0  -64.439 -31.533 999.0 999.0  5910.0  1.0  1.0  1.0  1.0  1.0 99.0
1068.0  490.0  -5.8 -39.8   4.9   21.6  -19.0  28.7 311.4   5.0  -64.435 -31.535 999.0 999.0  5990.2  3.0  3.0  3.0  3.0  3.0 99.0
1084.0  485.0  -5.9 -38.4   5.7   22.2  -20.5  30.2 312.7   5.0  -64.429 -31.546 999.0 999.0  6070.0  3.0  3.0  3.0  3.0  3.0 99.0
1100.3  480.0  -6.1 -38.7   5.6   22.6  -21.1  30.9 313.0   5.0  -64.419 -31.567 999.0 999.0  6151.7  3.0  3.0  3.0  3.0  3.0 99.0
1116.7  475.0  -6.2 -38.9   5.5   22.8  -21.7  31.5 313.5   5.0  -64.407 -31.588 999.0 999.0  6233.3  3.0  3.0  3.0  3.0  3.0 99.0
1133.3  470.0  -6.4 -33.9   9.2   23.1  -22.3  32.1 314.0   5.0  -64.397 -31.609 999.0 999.0  6316.7  3.0  3.0  3.0  3.0  3.0 99.0
1150.0  465.0  -6.5 -28.0  16.4   23.6  -22.7  32.7 313.9   5.0  -64.385 -31.631 999.0 999.0  6400.0  3.0  3.0  3.0  3.0  3.0 99.0
1166.7  460.0  -6.8 -24.0  24.1   23.6  -23.6  33.4 315.0   5.0  -64.374 -31.652 999.0 999.0  6483.3  3.0  3.0  3.0  3.0  3.0 99.0
1183.7  455.0  -7.0 -20.5  33.3   24.1  -24.1  34.0 315.0   5.0  -64.364 -31.671 999.0 999.0  6568.3  3.0  3.0  3.0  3.0  3.0 99.0
1201.0  450.0  -7.2 -17.8  42.7   24.6  -24.5  34.7 314.9   5.0  -64.365 -31.667 999.0 999.0  6655.0  3.0  3.0  3.0  3.0  3.0 99.0
1218.5  445.0  -7.5 -16.5  48.5   24.6  -25.5  35.4 316.0   5.0  -64.366 -31.663 999.0 999.0  6742.5  3.0  3.0  3.0  3.0  3.0 99.0
1236.0  440.0  -7.7 -20.1  36.4   25.0  -25.9  36.0 316.0   5.0  -64.366 -31.660 999.0 999.0  6830.0  3.0  3.0  3.0  3.0  3.0 99.0
1254.0  435.0  -8.0 -25.0  24.2   25.5  -26.4  36.7 316.0   5.0  -64.367 -31.656 999.0 999.0  6920.0  3.0  3.0  3.0  3.0  3.0 99.0
1271.7  430.0  -8.3 -32.7  12.0   25.5  -27.4  37.4 317.1   5.0  -64.368 -31.652 999.0 999.0  7008.3  3.0  3.0  3.0  3.0  3.0 99.0
1290.0  425.0  -8.5 -35.9   8.9   26.0  -27.9  38.1 317.0   5.0  -64.369 -31.648 999.0 999.0  7100.0  3.0  3.0  3.0  3.0  3.0 99.0
1308.3  420.0  -8.7 -35.0   9.9   26.4  -28.3  38.7 317.0   5.0  -64.365 -31.653 999.0 999.0  7191.7  3.0  3.0  3.0  3.0  3.0 99.0
1326.7  415.0  -8.9 -34.1  11.0   26.7  -28.6  39.1 317.0   5.0  -64.361 -31.660 999.0 999.0  7283.3  3.0  3.0  3.0  3.0  3.0 99.0
1345.5  410.0  -9.1 -32.0  13.7   26.5  -29.5  39.7 318.1   5.0  -64.357 -31.666 999.0 999.0  7377.5  3.0  3.0  3.0  3.0  3.0 99.0
1364.5  405.0  -9.2 -29.3  17.8   26.9  -29.9  40.2 318.0   5.0  -64.354 -31.673 999.0 999.0  7472.5  3.0  3.0  3.0  3.0  3.0 99.0
1383.7  400.0  -9.5 -26.7  23.3   27.4  -30.4  40.9 318.0   5.0  -64.348 -31.682 999.0 999.0  7568.3  3.0  3.0  3.0  3.0  3.0 99.0
1403.0  395.0 -10.2 -27.4  23.0   27.8  -32.0  42.4 319.0   5.0  -64.342 -31.689 999.0 999.0  7665.0  3.0  3.0  3.0  3.0  3.0 99.0
1422.7  390.0 -11.0 -30.0  19.2   28.8  -33.1  43.8 319.0   5.0  -64.338 -31.692 999.0 999.0  7763.3  3.0  3.0  3.0  3.0  3.0 99.0
1442.5  385.0 -11.7 -32.3  16.4   29.2  -34.8  45.4 320.0   5.0  -64.334 -31.696 999.0 999.0  7862.5  3.0  3.0  3.0  3.0  3.0 99.0
1462.5  380.0 -12.3 -32.2  17.4   30.3  -36.1  47.1 320.0   5.0  -64.329 -31.699 999.0 999.0  7962.5  3.0  3.0  3.0  3.0  3.0 99.0
1482.7  375.0 -13.0 -32.1  18.4   30.9  -38.2  49.1 321.0   5.0  -64.326 -31.698 999.0 999.0  8063.3  3.0  3.0  3.0  3.0  3.0 99.0
1503.0  370.0 -13.8 -32.9  18.3   25.1  -20.1  32.2 308.7   5.0  -64.323 -31.695 999.0 999.0  8165.0  3.0  3.0  3.0  3.0  3.0 99.0
1523.7  365.0 -15.5 -34.9  17.3   26.1  -20.4  33.1 308.0   5.0  -64.314 -31.704 999.0 999.0  8268.3  3.0  3.0  3.0  3.0  3.0 99.0
1544.5  360.0 -16.9 -36.7  16.2   26.5  -20.7  33.6 308.0   5.0  -64.309 -31.710 999.0 999.0  8372.5  3.0  3.0  3.0  3.0  3.0 99.0
1565.5  355.0 -18.1 -38.3  15.2   27.1  -21.1  34.3 308.0   5.0  -64.304 -31.716 999.0 999.0  8477.5  3.0  3.0  3.0  3.0  3.0 99.0
1586.5  350.0 -19.4 -39.5  15.1   27.4  -22.2  35.3 309.0   5.0  -64.298 -31.720 999.0 999.0  8582.5  3.0  3.0  3.0  3.0  3.0 99.0
1608.0  345.0 -21.0 -39.7  17.0   27.8  -21.8  35.3 308.1   5.0  -64.293 -31.724 999.0 999.0  8690.0  3.0  3.0  3.0  3.0  3.0 99.0
1631.0  340.0 -27.5 -39.7  30.3   14.0    6.4  15.4 245.4   5.0  -64.286 -31.705 999.0 999.0  8805.0  3.0  3.0  3.0  3.0  3.0 99.0
1651.0  335.0 -25.4 -39.9  24.6   26.2  -19.1  32.4 306.1   5.0  -64.283 -31.730 999.0 999.0  8905.0  3.0  3.0  3.0  3.0  3.0 99.0
1675.2  330.0 -29.1 -39.0  37.7   20.4   -6.0  21.3 286.3   5.0  -64.247 -31.744 999.0 999.0  9026.0  3.0  3.0  3.0  3.0  3.0 99.0
1694.5  325.0 -31.4 -38.9  47.4   29.4  -21.5  36.4 306.2   5.0  -64.271 -31.728 999.0 999.0  9122.5  3.0  3.0  3.0  3.0  3.0 99.0
1720.3  320.0 -32.6 -41.0  43.1   21.0   -5.9  21.8 285.6   5.0  -64.244 -31.686 999.0 999.0  9251.7  3.0  3.0  3.0  3.0  3.0 99.0
1741.5  315.0 -33.6 -40.2  50.9   30.5  -23.0  38.2 307.1   5.0  -64.252 -31.702 999.0 999.0  9357.5  3.0  3.0  3.0  3.0  3.0 99.0
1767.0  310.0 -33.2 -41.0  45.4   30.8  -21.6  37.6 305.0   5.0  -64.234 -31.677 999.0 999.0  9485.0  3.0  3.0  3.0  3.0  3.0 99.0
1790.0  305.0 -33.7 -40.9  48.4   31.1  -22.6  38.4 306.0   5.0  -64.227 -31.682 999.0 999.0  9600.0  3.0  3.0  3.0  3.0  3.0 99.0
1813.0  300.0 -34.2 -40.9  50.7   33.0  -24.9  41.3 307.0   5.0  -64.217 -31.688 999.0 999.0  9715.0  3.0  3.0  3.0  3.0  3.0 99.0
1836.5  295.0 -35.0 -42.8  44.7   32.8  -23.9  40.6 306.0   5.0  -64.206 -31.695 999.0 999.0  9832.5  3.0  3.0  3.0  3.0  3.0 99.0
1860.0  290.0 -36.1 -43.5  46.6   32.1  -25.0  40.7 307.9   5.0  -64.197 -31.701 999.0 999.0  9950.0  3.0  3.0  3.0  3.0  3.0 99.0
1884.5  285.0 -37.1 -44.8  44.5   31.6  -25.6  40.7 309.0   5.0  -64.188 -31.707 999.0 999.0 10072.5  3.0  3.0  3.0  3.0  3.0 99.0
1908.7  280.0 -38.1 -45.9  43.7   30.6  -25.0  39.5 309.2   5.0  -64.179 -31.713 999.0 999.0 10193.3  3.0  3.0  3.0  3.0  3.0 99.0
1933.5  275.0 -39.1 -63.2   6.0   30.5  -25.6  39.8 310.0   5.0  -64.171 -31.719 999.0 999.0 10317.5  3.0  3.0  3.0  3.0  3.0 99.0
1958.5  270.0 -40.0 -63.9   6.0   29.8  -26.7  40.0 311.9   5.0  -64.163 -31.725 999.0 999.0 10442.5  3.0  3.0  3.0  3.0  3.0 99.0
1984.0  265.0 -41.2 -66.0   5.1   29.2  -27.2  39.9 313.0   5.0  -64.154 -31.732 999.0 999.0 10570.0  3.0  3.0  3.0  3.0  3.0 99.0
2010.0  260.0 -42.3 -67.0   5.0   28.9  -27.9  40.2 314.0   5.0  -64.146 -31.739 999.0 999.0 10700.0  3.0  3.0  3.0  3.0  3.0 99.0
2036.0  255.0 -43.6 -68.0   5.0   27.8  -26.9  38.7 314.1   5.0  -64.139 -31.745 999.0 999.0 10830.0  3.0  3.0  3.0  3.0  3.0 99.0
2062.5  250.0 -44.3 -70.0   4.1   28.3  -28.1  39.8 314.8   5.0  -64.132 -31.751 999.0 999.0 10962.5  3.0  3.0  3.0  3.0  3.0 99.0
2089.5  245.0 -44.8 -70.3   4.1   30.2  -27.4  40.7 312.3   5.0  -64.125 -31.755 999.0 999.0 11097.5  3.0  3.0  3.0  3.0  3.0 99.0
2117.0  240.0 -45.5 -70.9   4.1   33.6  -27.6  43.5 309.4   5.0  -64.118 -31.760 999.0 999.0 11235.0  3.0  3.0  3.0  3.0  3.0 99.0
2145.0  235.0 -46.5 -71.6   4.1   34.9  -27.3  44.3 308.0   5.0  -64.111 -31.765 999.0 999.0 11375.0  3.0  3.0  3.0  3.0  3.0 99.0
2173.5  230.0 -47.1 -73.8   3.2   37.6  -27.3  46.4 306.0   5.0  -64.102 -31.771 999.0 999.0 11517.5  3.0  3.0  3.0  3.0  3.0 99.0
