 Time  Press  Temp  Dewpt  RH    Ucmp   Vcmp   spd   dir   Wcmp     Lon     Lat   Ele   Azi    Alt    Qp   Qt   Qrh  Qu   Qv   QdZ
  sec    mb     C     C     %     m/s    m/s   m/s   deg   m/s      deg     deg   deg   deg     m    code code code code code code
------ ------ ----- ----- ----- ------ ------ ----- ----- ----- -------- ------- ----- ----- ------- ---- ---- ---- ---- ---- ----
2463.0  190.0 -55.3 -59.4  60.1   43.7  -18.8  47.6 293.3   5.0  -63.435 -31.648 999.0 999.0 12640.0  1.0  1.0  1.0  1.0  1.0 99.0
2497.0  185.0 -55.6 -59.7  60.0   45.7  -17.0  48.8 290.4   5.0  -63.414 -31.654 999.0 999.0 12810.0  1.0  1.0  1.0  1.0  1.0 99.0
2532.0  180.0 -56.8 -60.8  60.0   46.7  -15.2  49.1 288.0   5.0  -63.394 -31.660 999.0 999.0 12985.0  1.0  1.0  1.0  1.0  1.0 99.0
2567.5  175.0 -57.6 -61.8  58.9   46.1  -16.8  49.0 290.0   5.0  -63.372 -31.667 999.0 999.0 13162.5  1.0  1.0  1.0  1.0  1.0 99.0
2604.0  170.0 -58.3 -62.7  56.7   44.6  -18.0  48.1 292.0   5.0  -63.351 -31.674 999.0 999.0 13345.0  1.0  1.0  1.0  1.0  1.0 99.0
2641.5  165.0 -59.6 -64.4  53.6   42.1  -16.2  45.1 291.0   5.0  -63.338 -31.678 999.0 999.0 13532.5  1.0  1.0  1.0  1.0  1.0 99.0
2680.0  160.0 -60.7 -65.6  52.2   36.7  -11.3  38.4 287.1   5.0  -63.328 -31.681 999.0 999.0 13725.0  1.0  1.0  1.0  1.0  1.0 99.0
2719.0  155.0 -61.4 -66.2  52.4   29.1   -9.8  30.7 288.6   5.0  -63.320 -31.683 999.0 999.0 13920.0  1.0  1.0  1.0  1.0  1.0 99.0
2760.0  150.0 -62.2 -66.7  54.4   25.0  -11.3  27.4 294.3   5.0  -63.310 -31.687 999.0 999.0 14125.0  1.0  1.0  1.0  1.0  1.0 99.0
2802.0  145.0 -62.8 -67.6  52.5   18.1  -11.6  21.5 302.7   5.0  -63.302 -31.691 999.0 999.0 14335.0  1.0  1.0  1.0  1.0  1.0 99.0
2845.0  140.0 -64.5 -68.9  54.4   13.1  -15.0  19.9 318.9   5.0  -63.297 -31.695 999.0 999.0 14550.0  1.0  1.0  1.0  1.0  1.0 99.0
2889.0  135.0 -66.8 -71.0  55.1   12.0  -17.5  21.2 325.6   5.0  -63.293 -31.700 999.0 999.0 14770.0  1.0  1.0  1.0  1.0  1.0 99.0
2934.0  130.0 -69.0 -73.2  54.1    8.8  -17.7  19.8 333.6   5.0  -63.290 -31.705 999.0 999.0 14995.0  1.0  1.0  1.0  1.0  1.0 99.0
2981.0  125.0 -71.0 -74.9  56.1    9.2  -18.2  20.4 333.2   5.0  -63.286 -31.711 999.0 999.0 15230.0  1.0  1.0  1.0  1.0  1.0 99.0
